record_id,caption,topic_label_final,topic_label_id,label_status,label_source,is_uncertain_label,page_name,page_handle,page_url,post_url,crawler_owner,raw_schema_type,page_followers,has_page_followers,post_created_time_human,post_created_date,post_created_hour,post_created_weekday,timestamp_status,has_post_created_time,metadata_observed_at,like_count,love_count,haha_count,wow_count,sad_count,angry_count,care_count,sorry_count,total_reactions,reaction_detail_sum,reaction_detail_coverage_ratio,reaction_details_status,has_reaction_total,has_reaction_details,share_count,comment_count,has_share_count,has_comment_count,has_engagement_basic,positive_reaction_total,negative_reaction_total,special_reaction_total,all_reaction_total_for_formula,reaction_intensity,reaction_valence,polarity_score,love_ratio,care_ratio,haha_ratio,wow_ratio,sad_ratio,angry_ratio,approval_reaction_index,outrage_reaction_index,amusement_reaction_index,empathy_reaction_index,engagement_total,reaction_per_follower,share_per_follower,comment_per_follower,engagement_per_follower,usable_for_topic_classification,usable_for_reaction_analysis,usable_for_engagement_analysis,has_metadata_outlier,metadata_outlier_reason,usable_for_engagement_analysis_strict,exclude_reason,quality_note
REC_001482,Truy bắt kẻ sa't h*i 3 người ở Tây Ninh,T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02L64zaT6vJwsCpeqYiYdndF8eWFs4n3um8SNANMus3pMB2MxeHAgvDztBfCFbyA9Kl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 23:20:00,2026-05-19,23.0,Tuesday,ok,1,2026-05-23 14:54:53,226,2,0,3,3,0,0,0.0,234,234.0,1.0,ok,1,1,3,4,1,1,1,2,6,8,234,0.03418803418803419,-1.0,-0.03418803418803419,0.008547008547008548,0.0,0.0,0.01282051282051282,0.01282051282051282,0.0,0.9743589743589743,0.0,0.0,0.01282051282051282,241,0.0001231578947368421,1.5789473684210526e-06,2.1052631578947366e-06,0.0001268421052631579,1,1,1,0,,1,,
REC_001483,"Tổng thống Putin hạ cánh xuống Bắc Kinh, bắt đầu chuyến thăm Trung Quốc",T16. WORLD_INTERNATIONAL,T16,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0scghANvYCguvRrDidi2SgAkBCySyD16Lro5ZCpB4iVYisZo38ba2ea5Zttp5dNg4l,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 23:00:00,2026-05-19,23.0,Tuesday,ok,1,2026-05-23 14:55:01,1293,28,10,2,0,0,0,0.0,1333,1333.0,1.0,ok,1,1,10,13,1,1,1,28,12,40,1333,0.030007501875468866,1.0,0.030007501875468866,0.021005251312828207,0.0,0.007501875468867217,0.0015003750937734434,0.0,0.0,0.9909977494373593,0.0,0.007501875468867217,0.0,1356,0.000701578947368421,5.263157894736842e-06,6.842105263157895e-06,0.0007136842105263158,1,1,1,0,,1,,
REC_001484,"Chồng bị CSGT thổi nồng độ cồn, vợ mang chiêng ra gõ",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02qzysp2pePXfRDQH91kmik3j4u93FBhY7hV5YGjWFWSft6oLr21kHmqfypg25J8xyl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 16:00:00,2026-05-19,16.0,Tuesday,ok,1,2026-05-23 14:55:09,503,4,299,10,0,0,4,0.0,820,820.0,1.0,ok,1,1,13,31,1,1,1,8,309,317,820,0.38658536585365855,-1.0,-0.38658536585365855,0.004878048780487805,0.004878048780487805,0.3646341463414634,0.012195121951219513,0.0,0.0,0.6182926829268293,0.0,0.3646341463414634,0.004878048780487805,864,0.0004315789473684211,6.842105263157895e-06,1.631578947368421e-05,0.00045473684210526314,1,1,1,0,,1,,
REC_001486,Lộ đường dây buôn lậu từ vụ mang hơn 2kg vàng qua sân bay Tân Sơn Nhất,T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0314VysGc9hf29DLf3eouWHBBfz8Y7qdxbv7spSQidPEW9Rnupmv4umTuyfkWQxCsrl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 15:30:00,2026-05-19,15.0,Tuesday,ok,1,2026-05-23 14:55:26,277,2,0,5,0,0,0,0.0,284,284.0,1.0,ok,1,1,5,2,1,1,1,2,5,7,284,0.02464788732394366,-1.0,-0.02464788732394366,0.007042253521126761,0.0,0.0,0.017605633802816902,0.0,0.0,0.9823943661971831,0.0,0.0,0.0,291,0.00014947368421052633,2.631578947368421e-06,1.0526315789473683e-06,0.0001531578947368421,1,1,1,0,,1,,
REC_001490,TPHCM triển khai ATM vé đi metro miễn phí từ ngày 5/6,T17. TRANSPORT_INFRASTRUCTURE,T17,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02xsALxCE34g7WU9E2pZxcvfzNDae8P2cQ95GV2jnVV5Mgxz3k6boyrkgUBHXD7QeDl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 14:20:00,2026-05-19,14.0,Tuesday,ok,1,2026-05-23 14:56:01,56,0,0,0,0,0,0,0.0,56,56.0,1.0,ok,1,1,1,1,1,1,1,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58,2.9473684210526317e-05,5.263157894736842e-07,5.263157894736842e-07,3.0526315789473684e-05,1,1,1,0,,1,,
REC_001491,"Công an lập hồ sơ xử lý người phụ nữ ᴄʜửɪ ʙớɪ, тáт nam tài xế ô tô ở Hà Nội Chiều 19/5, Công an TP Hà Nội cho biết Công an phường Yên Hòa đang lập hồ sơ xử lý người phụ nữ có hành vi ᴄʜửɪ ʙớɪ, тáт, ᴆá một nam tài xế ô tô sau vụ va chạm giao thông trên địa bàn.",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/reel/1350618633636621,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 14:01:00,2026-05-19,14.0,Tuesday,ok,1,2026-05-23 14:56:09,753,9,38,5,0,12,0,0.0,817,817.0,1.0,ok,1,1,16,65,1,1,1,9,55,64,817,0.07833537331701346,-1.0,-0.07833537331701346,0.011015911872705019,0.0,0.046511627906976744,0.006119951040391677,0.0,0.014687882496940025,0.9326805385556916,0.014687882496940025,0.046511627906976744,0.0,898,0.00043,8.421052631578947e-06,3.421052631578947e-05,0.00047263157894736845,1,1,1,0,,1,,
REC_001493,"Tổng Bí thư, Chủ tịch nước: ""Nhà để ở, không phải để kinh doanh, tích sản""",T01. POLITICS,T01,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02d7sjUpKXFVddEnagEHUbEouwpw5xK9DENH8dYeKo7LBonYaVBogvgaGvXcGtUqNxl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 13:33:00,2026-05-19,13.0,Tuesday,ok,1,2026-05-23 14:56:26,1722,54,595,20,3,10,10,0.0,2414,2414.0,1.0,ok,1,1,68,0,1,1,1,64,628,692,2414,0.2866611433305717,-1.0,-0.2866611433305717,0.02236951118475559,0.004142502071251036,0.24647887323943662,0.008285004142502071,0.0012427506213753107,0.004142502071251036,0.7357083678541839,0.004142502071251036,0.24647887323943662,0.005385252692626346,2482,0.0012705263157894737,3.578947368421053e-05,0.0,0.0013063157894736843,1,1,1,0,,1,,
REC_001494,Giám đốc Công ty Cửu Long lừɑ ᴆảο 22 tỷ đồng ở TPHCM,T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0FjMkEhYbVZnz34up6D76PKSNToPuGXCq2jeEJhqHy7nBstMi1aV9ZifbfnqyCvjdl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 13:30:00,2026-05-19,13.0,Tuesday,ok,1,2026-05-23 14:56:34,288,0,4,4,0,2,0,0.0,298,298.0,1.0,ok,1,1,11,19,1,1,1,0,10,10,298,0.03355704697986577,-1.0,-0.03355704697986577,0.0,0.0,0.013422818791946308,0.013422818791946308,0.0,0.006711409395973154,0.9664429530201343,0.006711409395973154,0.013422818791946308,0.0,328,0.0001568421052631579,5.789473684210527e-06,1e-05,0.00017263157894736842,1,1,1,0,,1,,
REC_001495,"Những chia sẻ xúc động của Đại tá tình báo lừng danh Tư Cang với thế hệ trẻ ại cuộc thi “50 năm Thành phố trong tôi” ở Trường THPT Lê Quý Đôn, nhiều học sinh vây quanh Anh hùng LLVT Nhân dân Nguyễn Văn Tàu (Tư Cang) để nghe kể về TPHCM thời chiến.",T05. EDUCATION,T05,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/reel/1558407242522079,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 13:15:00,2026-05-19,13.0,Tuesday,ok,1,2026-05-23 14:56:47,234,30,0,0,0,0,7,0.0,271,271.0,1.0,ok,1,1,6,4,1,1,1,37,0,37,271,0.13653136531365315,1.0,0.13653136531365315,0.11070110701107011,0.025830258302583026,0.0,0.0,0.0,0.0,0.974169741697417,0.0,0.0,0.025830258302583026,281,0.00014263157894736842,3.157894736842105e-06,2.1052631578947366e-06,0.00014789473684210527,1,1,1,0,,1,,
REC_001496,"Đôi vợ chồng tuvong, con trai ʙỏпɢ пặпɢ, nghi do tự ᴘʜóпɢ ʜỏɑ ᴆốт nhà",T09. DISASTER_ACCIDENT_AND_EMERGENCY_INCIDENT,T09,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02WsJEZxbm4na1EGRs35opX1GnVjmmgudv9j6cAzboePYNpEyBHzzaQEBj57W6crCul,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 13:00:00,2026-05-19,13.0,Tuesday,ok,1,2026-05-23 14:56:55,205,0,0,7,21,0,5,0.0,238,238.0,1.0,ok,1,1,2,2,1,1,1,5,28,33,238,0.13865546218487396,-1.0,-0.13865546218487396,0.0,0.02100840336134454,0.0,0.029411764705882353,0.08823529411764706,0.0,0.8613445378151261,0.0,0.0,0.1092436974789916,242,0.00012526315789473683,1.0526315789473683e-06,1.0526315789473683e-06,0.00012736842105263158,1,1,1,0,,1,,
REC_001497,"Bắt 2 nữ giám đốc Iừɑ ᴆảο hơn 5,6 tỷ đồng",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0jWs2LW46MbNhEa8HmLxepkqHA4RawaAbq46qNRUPhMZWiXkjocv9hLrAuNhVVLszl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 12:40:00,2026-05-19,12.0,Tuesday,ok,1,2026-05-23 14:57:08,272,5,7,0,0,0,0,0.0,284,284.0,1.0,ok,1,1,16,10,1,1,1,5,7,12,284,0.04225352112676056,-1.0,-0.04225352112676056,0.017605633802816902,0.0,0.02464788732394366,0.0,0.0,0.0,0.9753521126760564,0.0,0.02464788732394366,0.0,310,0.00014947368421052633,8.421052631578947e-06,5.263157894736842e-06,0.0001631578947368421,1,1,1,0,,1,,
REC_001498,"Gà tiền mặt đỏ, gà lôi hồng tía quý hiếm xuất hiện ở VQG Chư Mom Ray Ngày 19/5, ông Đào Xuân Thủy, Giám đốc Ban Quản lý Vườn quốc gia Chư Mom Ray, tỉnh Quảng Ngãi, cho biết đã ghi nhận nhiều đàn gà rừng quý hiếm trong rừng tự nhiên. Các cá thể này được phát hiện thông qua bẫy ảnh và hoạt động tuần tra của cán bộ Vườn Quốc gia Chư Mom Ray. Ông Thủy cho biết những loài được phát hiện tại Vườn quốc gia Chư Mom Ray gồm gà lôi vằn, gà so ngực gù, gà tiền mặt đỏ và gà lôi hồng tía. Nguồn video: Nguyễn Hưng.",T07. ENVIRONMENT,T07,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/reel/1341043567984307,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 12:21:00,2026-05-19,12.0,Tuesday,ok,1,2026-05-23 14:57:16,619,39,2,0,0,0,0,0.0,660,660.0,1.0,ok,1,1,14,13,1,1,1,39,2,41,660,0.06212121212121212,1.0,0.06212121212121212,0.05909090909090909,0.0,0.0030303030303030303,0.0,0.0,0.0,0.996969696969697,0.0,0.0030303030303030303,0.0,687,0.0003473684210526316,7.368421052631579e-06,6.842105263157895e-06,0.00036157894736842106,1,1,1,0,,1,,
REC_001499,"Từ 2027, người sinh đủ 2 con trước 35 tuổi được hỗ trợ ít nhất 2 triệu đồng",T12. SOCIETY,T12,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0KvTeMqav3dSCbSw1Vk2UdqZqC9VLBGJFdFV3X8tgndMH15gxviyEAnANNHbpYzpEl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 12:07:00,2026-05-19,12.0,Tuesday,ok,1,2026-05-23 14:57:25,217,5,22,0,0,0,0,0.0,244,244.0,1.0,ok,1,1,5,0,1,1,1,5,22,27,244,0.11065573770491803,-1.0,-0.11065573770491803,0.020491803278688523,0.0,0.09016393442622951,0.0,0.0,0.0,0.9098360655737705,0.0,0.09016393442622951,0.0,249,0.00012842105263157895,2.631578947368421e-06,0.0,0.00013105263157894736,1,1,1,0,,1,,
REC_001500,"Khởi tố nhóm thanh thiếu niên ""xin đểu"" các cặp tình nhân",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid021vJTL9JeK3Kryc2aC5oNC4Nh7X7vqvqUPLynCSQMqALjyvzig88d7Up4bd2TxuXel,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 12:00:00,2026-05-19,12.0,Tuesday,ok,1,2026-05-23 14:57:33,237,4,26,5,2,5,0,0.0,279,279.0,1.0,ok,1,1,13,8,1,1,1,4,38,42,279,0.15053763440860216,-1.0,-0.15053763440860216,0.014336917562724014,0.0,0.0931899641577061,0.017921146953405017,0.007168458781362007,0.017921146953405017,0.8637992831541219,0.017921146953405017,0.0931899641577061,0.007168458781362007,300,0.0001468421052631579,6.842105263157895e-06,4.210526315789473e-06,0.00015789473684210527,1,1,1,0,,1,,
REC_001501,"Cầu xuyên mây ở độ cao 2.200m gần Sa Pa, khách Tây nín thở như đi giữa trời Trao đổi với phóng viên Dân trí, đại diện đơn vị vận hành khu du lịch cho biết cầu xuyên mây hiện là một trong những trò chơi mạo hiểm thu hút khách nhất tại đây, bên cạnh một số trò chơi như xích đu tử thần, leo núi mạo hiểm, đạp xe xuyên mây. Trước đó, khu du lịch từng có cầu độc mộc nằm cheo leo giữa vách núi ở độ cao 2.200m. Tuy nhiên, hạng mục này đang được bảo dưỡng do làm bằng gỗ nên cầu xuyên mây là trải nghiệm thay thế. Trò chơi bắt đầu đi vào hoạt động từ năm 2022, có chiều dài khoảng 180m với tổng cộng 168 bậc làm bằng chất liệu tôn nhám. Cầu nằm ở độ cao 2.200m, bên dưới là vùng núi và cảnh quan thiên nhiên khoáng đạt. Do nằm ở độ cao lớn nên mỗi bước chân của khách có cảm giác như đi xuyên mây. Nguồn video: Nhân vật cung cấp.",T15. LIFESTYLE_AND_LEISURE,T15,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/reel/977714298289653,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 11:40:00,2026-05-19,11.0,Tuesday,ok,1,2026-05-23 14:57:42,9861,157,31,272,5,5,10,0.0,10341,10341.0,1.0,ok,1,1,414,373,1,1,1,167,313,480,10341,0.04641717435451117,-1.0,-0.04641717435451117,0.015182284111788028,0.0009670244657189827,0.002997775843728846,0.026303065467556327,0.00048351223285949136,0.00048351223285949136,0.9687651097572768,0.00048351223285949136,0.002997775843728846,0.001450536698578474,11128,0.005442631578947368,0.00021789473684210526,0.0001963157894736842,0.005856842105263158,1,1,1,0,,1,,
REC_001502,"Lập hồ sơ xử lý người phụ nữ ᴄʜửɪ ʙớɪ, тáт nam tài xế ô tô ở Hà Nội",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0zUD8a6ABU6eAXZ2kKWTT8RNr73HuURGrhrwrkTLdanTmWpUc5zTDTYZDLisJApQWl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 11:20:00,2026-05-19,11.0,Tuesday,ok,1,2026-05-23 14:57:51,4194,45,86,11,3,21,5,0.0,4365,4365.0,1.0,ok,1,1,62,0,1,1,1,50,121,171,4365,0.03917525773195876,-1.0,-0.03917525773195876,0.010309278350515464,0.001145475372279496,0.01970217640320733,0.0025200458190148913,0.0006872852233676976,0.004810996563573883,0.9711340206185567,0.004810996563573883,0.01970217640320733,0.0018327605956471936,4427,0.0022973684210526317,3.263157894736842e-05,0.0,0.00233,1,1,1,0,,1,,
REC_001503,TPHCM siết giám sát cửa khẩu trước nguy cơ Ebola xâm nhập,T04. HEALTH,T04,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0nsut2U1aRZRmnJYEP5KgWaGuiekyZdcFqxaKs4EzHafqu2UdxoLvjgK6v52yXJ9jl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 11:00:00,2026-05-19,11.0,Tuesday,ok,1,2026-05-23 14:57:59,155,2,0,2,0,0,0,0.0,159,159.0,1.0,ok,1,1,7,2,1,1,1,2,2,4,159,0.025157232704402517,0.0,0.0,0.012578616352201259,0.0,0.0,0.012578616352201259,0.0,0.0,0.9874213836477987,0.0,0.0,0.0,168,8.368421052631579e-05,3.6842105263157896e-06,1.0526315789473683e-06,8.842105263157894e-05,1,1,1,0,,1,,
REC_001504,Tiến sĩ dược cầm đầu đường dây buôn lậu caffeine,T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02EzmNufwRqYW6oyvqq2i2e8YP6wCzLMLgaw8qH7UyDK6nt6wKBspsnyMXTsvdaw21l,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 10:45:00,2026-05-19,10.0,Tuesday,ok,1,2026-05-23 14:58:08,554,4,65,41,12,16,0,0.0,692,692.0,1.0,ok,1,1,36,24,1,1,1,4,134,138,692,0.1994219653179191,-1.0,-0.1994219653179191,0.005780346820809248,0.0,0.09393063583815028,0.059248554913294796,0.017341040462427744,0.023121387283236993,0.8063583815028902,0.023121387283236993,0.09393063583815028,0.017341040462427744,752,0.00036421052631578946,1.894736842105263e-05,1.263157894736842e-05,0.0003957894736842105,1,1,1,0,,1,,
REC_001505,Yêu cầu làm rõ vụ пɑᴍ sɪпʜ ʟớᴘ 8 тᴜ-т* nghi vì ʙạᴏ ʟựᴄ ʜọᴄ ᴆườпɢ,T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02nZEefMQrQ7ybf5BhySbfbJfiCgMXjsL6rptTDGdeRZydhR452W26SwrkCZ6kXcHPl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 10:30:00,2026-05-19,10.0,Tuesday,ok,1,2026-05-23 14:58:17,429,5,0,12,72,17,3,0.0,538,538.0,1.0,ok,1,1,17,12,1,1,1,8,101,109,538,0.20260223048327136,-1.0,-0.20260223048327136,0.00929368029739777,0.0055762081784386614,0.0,0.022304832713754646,0.13382899628252787,0.031598513011152414,0.8066914498141264,0.031598513011152414,0.0,0.13940520446096655,567,0.0002831578947368421,8.947368421052632e-06,6.31578947368421e-06,0.00029842105263157894,1,1,1,0,,1,,
REC_001506,"Dát mỏng 8.000 cây vàng, giấu trong nhiều thiết bị điện tử tuồn về Việt Nam",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02TKsc5WJaxgZCnJBdQnNAtyxUntZ5hYo5KdQHQFgZ1vMS5tXcbne3aR3qnY1tJK1hl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 10:15:00,2026-05-19,10.0,Tuesday,ok,1,2026-05-23 14:58:25,1027,12,16,64,6,0,2,0.0,1127,1127.0,1.0,ok,1,1,29,22,1,1,1,14,86,100,1127,0.08873114463176575,-1.0,-0.08873114463176575,0.01064773735581189,0.001774622892635315,0.01419698314108252,0.05678793256433008,0.005323868677905945,0.0,0.9219165927240461,0.0,0.01419698314108252,0.00709849157054126,1178,0.0005931578947368421,1.5263157894736842e-05,1.1578947368421053e-05,0.00062,1,1,1,0,,1,,
REC_001508,"Mỹ nêu lý do đảo ngược kế hoạch, tiếp tục nới lỏng trừng phạt với dầu Nga",T16. WORLD_INTERNATIONAL,T16,human_verified,manual_adjudicated,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid026DdNqbj1wVeyxoGgkbKphNoSoy7F31GrfuqC1EshaoH9tWM2owPDxT4TtNR2KpKil,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 09:45:00,2026-05-19,9.0,Tuesday,ok,1,2026-05-23 14:58:43,154,0,12,0,0,0,0,0.0,166,166.0,1.0,ok,1,1,3,4,1,1,1,0,12,12,166,0.07228915662650602,-1.0,-0.07228915662650602,0.0,0.0,0.07228915662650602,0.0,0.0,0.0,0.927710843373494,0.0,0.07228915662650602,0.0,173,8.736842105263158e-05,1.5789473684210526e-06,2.1052631578947366e-06,9.105263157894737e-05,1,1,1,0,,1,,pilot_or_calibration_sample_exclude_from_test
REC_001509,"Đường dây làm giả thẻ ngành, sổ đỏ... hoạt động tinh vi từ Bắc vào Nam",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid05yYKvgGFcSHjWFX7hH1aza8FzZeZezJsXetqk3gmRLPgznbhk9dDpbTTRPsUyvWvl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 09:30:00,2026-05-19,9.0,Tuesday,ok,1,2026-05-23 14:58:52,331,6,8,9,3,0,0,0.0,357,357.0,1.0,ok,1,1,24,5,1,1,1,6,20,26,357,0.07282913165266107,-1.0,-0.07282913165266107,0.01680672268907563,0.0,0.022408963585434174,0.025210084033613446,0.008403361344537815,0.0,0.9439775910364145,0.0,0.022408963585434174,0.008403361344537815,386,0.00018789473684210526,1.263157894736842e-05,2.631578947368421e-06,0.0002031578947368421,1,1,1,0,,1,,
REC_001511,"Sau hơn 20 ngày phát động, cuộc thi “Việt Nam trong mắt tôi” đã nhận hơn 4.000 tác phẩm từ 347 tác giả trên cả nước. Các tác phẩm mang đến nhiều góc nhìn về con người, văn hóa - đời sống - lễ hội, thiên nhiên - điểm đến và những câu chuyện đầy cảm xúc về Việt Nam hôm nay. Trong đó, tác phẩm của tác giả Trần Công Đạt gây ấn tượng với câu chuyện về Chuck Searcy - cựu binh Mỹ từng tham chiến tại Việt Nam nhưng đã quay trở lại, chọn sống lặng lẽ giữa lòng Hà Nội suốt nhiều năm qua. Người đàn ông từng đi qua ᴄʜɪếп тʀɑпʜ nay gắn bó với những quán cà phê nhỏ ở Hạ Hồi, với nhịp sống bình dị của người Hà Nội và dành phần lớn cuộc đời mình cho các hoạt động hàn gắn hậu quả ᴄʜɪếп тʀɑпʜ, thúc đẩy hòa bình và tình hữu nghị Việt - Mỹ. Một câu chuyện khiến nhiều người cảm nhận rõ hơn về sự bao dung, chữa lành và sức mạnh của hòa bình. Sự hưởng ứng mạnh mẽ cùng những tác phẩm giàu cảm xúc đang góp phần tạo nên sức lan tỏa tích cực cho cuộc thi “Việt Nam trong mắt tôi”, nơi mỗi câu chuyện đều trở thành một lát cắt đẹp về đất nước và con người Việt Nam. #VietNamtrongmattoi #Dantri #VietinBank",T10. ARTS_CULTURE_ENTERTAINMENT_AND_MEDIA,T10,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid032Dms7MARRGkWbNJz57y8VFBmSPAidJKqtN6uPop5qFBMHcKGa2dDoHd6RxPbpNqAl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 09:05:00,2026-05-19,9.0,Tuesday,ok,1,2026-05-23 14:59:09,47,6,0,0,0,0,0,0.0,53,53.0,1.0,ok,1,1,4,0,1,1,1,6,0,6,53,0.11320754716981132,1.0,0.11320754716981132,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,2.7894736842105263e-05,2.1052631578947366e-06,0.0,3e-05,1,1,1,0,,1,,
REC_001512,"Nữ sinh lớp 6 bị ᴆáпʜ, ʙắт զᴜỳ ɢối lau chân cho bạn, gia đình báo công an",T03. CRIME_LAW_AND_JUSTICE,T03,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid02mprz8iaJCGZGLS8aV9Ef1DDS9kJPAmYHJP6nRb1R9b24ju4xEeoDZBuSGYvgKs2fl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 09:00:00,2026-05-19,9.0,Tuesday,ok,1,2026-05-23 14:59:17,1466,6,3,17,58,354,9,0.0,1913,1913.0,1.0,ok,1,1,72,100,1,1,1,15,432,447,1913,0.23366440146366962,-1.0,-0.23366440146366962,0.0031364349189754314,0.004704652378463147,0.0015682174594877157,0.008886565603763722,0.030318870883429168,0.18504966021955044,0.7694720334553058,0.18504966021955044,0.0015682174594877157,0.035023523261892314,2085,0.001006842105263158,3.789473684210526e-05,5.2631578947368424e-05,0.0010973684210526316,1,1,1,0,,1,,
REC_001513,Xác minh thông tin mộ liệt sỹ tập thể tại Kon Tum,T13. HUMAN_INTEREST,T13,human_labeled,manual,0.0,Dân trí,baodantridientu,https://www.facebook.com/baodantridientu,https://www.facebook.com/baodantridientu/posts/pfbid0PqckbPS94BafNnGGYm8hfeW87cBYJvQBa1UqcwJiJzNm7QyxwkC4sReZ3mj3CRdTl,phuc,schema_5_new_timestamp,1900000,1,2026-05-19 08:45:00,2026-05-19,8.0,Tuesday,ok,1,2026-05-23 14:59:26,351,5,0,0,8,0,37,0.0,401,401.0,1.0,ok,1,1,8,19,1,1,1,42,8,50,401,0.12468827930174564,1.0,0.12468827930174564,0.012468827930174564,0.09226932668329177,0.0,0.0,0.0199501246882793,0.0,0.8877805486284289,0.0,0.0,0.11221945137157108,428,0.00021105263157894736,4.210526315789473e-06,1e-05,0.00022526315789473685,1,1,1,0,,1,,
